,,This is a treat home cooked meal. I would cook the steaks a little more and not use any peppercorn sauce. And make sure to serve it with vegetables.,I would use low fat gravy as it has a lot of saturated fat in. I would try to get as many veggies as I could in. ,"This would be a takeout meal, but I would make sure not to over feed them. ",I would add their favourite vegetables in too. ,,"I would get one that the children would like too, so monsters and kidney! ",,,,,This would be takeout. But we would have to have something that's not spicy for the kids. ,I would usually make a veggie lasagne so I could get ina s many vegetables as possible. ,I would make it spicy if it wasn't for the kids but they are not keen on spicy dishes. ,I wouldn't use tuna. I would probably swap it for salmon as my kids prefer salmon. ,I would use the pasta with ham in and make a vegetable sauce to go with it. ,,,I would order milder dishes that the kids can eat,This is a great way of getting lots of veg in for the kids and still,,,,,,,,,,,,,,,,
,The right bun and chips,Plain meat,"Simple ingredients, no sauces ",,No flavoured sausages ,Not too much veg,,,,,No difference ,No toppings,,No sauce ,Sauce only no meat,No difference ,,No difference ,No spice ,,,,No spice ,,,,Plain meat,No spice ,,,,,,,,
,Succulence,,,,Lofty potatoes,,,,,,Not being burnt,,,Not being overdone ,Not burnt,Succulent ,Not soggy,,,Not overdone,,,,,Spicy ,,,,,,Spicy,,Fresh,,,Not sticky 
,No salad,They won't eat tough meat eg Steak,Selective with vegetables ,,,,,Sometimes they won't eat the skin so you have to scoop out the potato,,,,"Won't eat jalapeno, chilli's, peppers, onion etc",,,,,,,Not too spicy,Funny with certain stir fry vegetables,,,,,,,Not too spicy,,Not too spicy,,,,,,,
,I always buy smaller buns so they fit well in kids hands ,,Preparing as usual ,,,,,,,,,Preparing as usual ,,Preparing as usual ,,,,,Preparing as usual ,,,,,,,,Preparing as usual ,Preparing as usual ,,,,,,,,Preparing as usual 
,,,,,,,Chicken ,,,Chicken ,,Margarita ,Beef ,,,,,,,,Seafood ,,,,,Prawn ,Chicken ,,Chicken ,,,,,,,
,None,None,None,None,,,None,None,,,None,None,,None,None,,,,,None,None,,,,,,None,,,,,None,None,,,
,No sauce or salad,No spicy saice / marinade ,Plain ish,No salt,,Not much mash,Mild,,,,No salad,Only margarita ,Cheesy,No spice,Cheesy,Plain,,Plain sauce,Not too spicy,Less green / bean sprouts,No veg,Mild,Not spicy ,,Mild,,Mild,,Cheesy,,,,,,,Mild
,Easy for the kids to assemble themselves,Lesser quality of steak,More normal veggies as opposed to obscure ones,,No onions in the gravy and simple sausages ,,,,,,Plain ingredients ,Fewer toppings,,Use less herbs,,Nothing ,,,"Korma, as opposed to hotter curries like jalfrezi",Chillies on the side for adults only ,No spring onions,,Milder sauces ,,,,Less seasoning and no onions ,Less chilli powder,,,,,,,,
,Make sure y has curly fries ,Steak is cooked according to individual preference ,,Chips have to have slat and vinegar ,Mash has to be smooth no lumps ,,Crispy ,,,Has to be lump free for kids to eat ,Has to have crunch and cheese,Has to be pepperoni ,With lots of meat,,Loads of veggies,,,,Indian butter chicken and rice ,Loads of meat ,Egg has to be in it ,Have to make it in bulk as my son loves it ,Have it with Ri e ,,,Has to have veggies in it to with meat ,Lots of salsa and cheese,Any ,,Spicy chicken ,,Spicy ,,,,
,,,,Well sauced,,,,,,,,Chicken pizza,,,,,,,,Not too sokky,,Not too much curry,Well sauced,,,Has to be dry,,Not too much chilli,,,,Well sauced,,,,
,,Fresh meat and home made chips,,Fresh fish and tartar sauce,Quality sausage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Good portions and flavourful,,,,,,,,,,,Good taste,,,Quick and easy to eat,,,,Taste good,,,,Taste good,,,,,,,Taste good,,,,,,
,"No bacon, no cheese, no veg",Same as ours,Just veg they like,Same as ours,,,,No cheese,,,Same as ours,Pllain Margherita,Same as ours,Same as ours,,No cheese on top,,,,Same as ours,Same as ours,Same as ours,Same as ours,Less spicy,,Less veg,Same as ours,,,,,,,,,
,No onion or sauce,Same,Same,Same,Same,,,Same,,Same,,Pizza choices to suit tastes.,,Same,,,Same,,Spice level adjusted,Same,,,Same,,,Spice level adjusted ,Spice level adjusted ,Spice level adjusted ,Spice level adjusted ,Spice level adjusted ,,Spice level adjusted ,,,,
,It has to be tasty and neutral ,,,It has to be well fried,,,,,,,It has to be easy to eat,Easy to eat,Tasty and lots of cheese,Lots of cheese there too,,,Lots of chicken ,,Well cooked,Well cooked,Well cooked,Not to hurby,Well cooked ,,,Not too hurby,,Well cooked ,Well cooked ,Not to spicy ,Not too spicy ,Not too spicy ,Well cooked ,,Well cooked ,
,,Less seasoning,Less seasoning,Same as adults,Same as adults,Same as adults,,,,Same as adults,Same as adults,Same as adults,Same as adults,Same as adults,,Same as adults,,,,Less seasoning,,,,,,,Less seasoning,,,,,,,,,
,Is tasty,Has nutirients,Vegetables are very important,,,,,Put beans so its healthy,,,Ensure they eat salad,Tasty,Tomatoes,,Has to be tasty,,,Is healthy,,contains alot of veggis,,,Should be good,Has Tofu,,,Tasty,Nice,Healthy,,,Healthy,,,Flavouring,Its hard for them to eat as has no flavour
,Burgers plain,No sauces or herbs,None,None,No onions in gravy,None,None,None,,,,None,,None,Veg hidden,None,,,Nothing too spicy,,,,None ,,,,No spice ,No spice ,No spice ,No spice ,,None ,,,None. ,None
,,fresh food,fresh food,fresh food,fresh food,fresh food,,,,,,fresh food,fresh food,,,,,,,,,,,,,,,,,,,,,,,
,Build your own,Fancy Veg for Adults,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Making  sure the beef or meat is tender enough so the kids could  bite into  them.,Making  sure the meat is tender and the vegetables as well,"My kids di not really  like fish, so to get them to eat, I mash them  and prepare them as soup",I cut in tiny bites before  serving. ,They just  eat them,,I serve hot.,,I serve hot,,They just  eat them,They just  eat them ,I make sure it's  not spicy.,I make sure they are not spicy ,I make sure they are not spicy ,,They just eat them,I make sure they are not spicy ,I make sure to add chicken in every of the meal. ,I make sure to add Some protein as well. ,,They just  eat them,,They just  eat them,,They  just eat them,They do not like chilli so I add a little  bit of it and a lot of tomatoes ,They really  Don't  like it as much so I don't  force them,,I shred into tiny bit,I shred too,They just eat them,,They just eat them,The eat sometimes
,homemade and fresh lots of veg ,cooked the same ,homemade and fresh ,,"kids love the gravy and adults too, comrfot meal ",,has to be nice and steaky ,lots of butter ,,,,lots cheese,no preference ,we like butter and cheese ,no preference,no difference,,,not spicy for kids more spicy for adults,lots if soy sauce ,lots of soy sauce,no difference,no difference,lots of criander for adults not as much for kids ,daughter likes it quite plain but spicy ,,no difference,,no difference,,,,,,,no difference
,"Helping make it, engaged in the food","Violet loves rare steak, easy win!","Involved in the choice, offer 2 different options.","Involved in the choice, offer 2 different options.",Buy nice sausages from butcher,"Not her favourite, give her time to adjust to textures",Involve her in selection,Involved with cooking; this was a recent win,,,,"Easy, she loves pizza",Enjoys making the pasta,"Again this one just need to give her time, not a favourite",,Easy and quick. ,Involved in ingredients ,,"Recent win, loved Chinese curry",Time allowed to eat ,Time allowed to eat extended,"Involved in the prep, she likes carrots go into it.",Loved unable chunks and drinking leftover pineapple juice,"Slow eater on this one, patience with time","Slow eater on this one, patience with time",,"Making them herself,","Slow eater on this one, patience with time","Loves making tacos, again making them herself","Made peri peri chicken burger, she loved marinading the chicken.",,"My favourite, so always been on the menu.",Helping by putting the prawns and peas in at the end,,"Making the pot up, and putting it in the oven","Just a filler, not anfavourite"
,Fries instead of chips. Mayo on chicken burger,Kids like well done steak. We like medium.,Only peas for children. Variety of vegetables for adukts,Small pieces of fish rather than one big fish,Sausages need to be small chipolatas,Extra gravy ,None fatty meat. Lots of gravy. ,,,,Butter. Crusts removed ,Plain. Only cheese. ,Vegetables added need to be chopped up small. ,Pasta can't be crunchy,Cheese removed from top as kids won't eat that bit. ,,,,Needs to be very mild. ,,Can't be burnt. ,,Garlic topping preferred ,,,,,,,,,,,,,
,,No bones,,Everybody loves them as they are,,,I buy it ready to eat,,,Avoid veg they don't like,,Avoid mushrooms ,Nothing different,Avoid sea fruit,,,Nothing,,Nothing,Nothing,Nothing,,,,Nothing,Nothing,,Nothing,,,,,,,,
,Nothing ,,Smaller portion and less variety on the veg ,Nothing,,Smaller portion no veg,No veg,Nothing ,,Nothing ,Less variety for children I.e cheese plain ,,Nothing ,Nothing ,Nothing ,Nothing ,,,No rice chips instead ,,,,Smaller portion ,,,,Nothing ,No rice chips instead,Nothing ,,,,,,,Smaller portion
,No tomato or lettuce in the burger,No difference,No spice,,,No difference ,,,,,,No difference,No difference,No difference,,No difference ,,,,No chilli,No difference ,,,,No chilli or nuts,,,No spice ,,,,,,,,
,Crispy chips ,Well seasoned,Steak done,,Creamy mash,,,Loads of cheese,,Flavours ,,Pepperoni ,Creamy ,,,,,,,,,,,,,,,,,,Spicy ,,,,,
,Juicy properly cooked fresh soft meat,Soft proper cooked ,Crispy,Crispy grilled ,No smell properly cooked ,Crunc,Fresh,Properly boiled ,,Fresh chicken corn soup ,Juicy creamy ,Probably baked ,No over cooked ,Mild,Fresh,Fresh ,Mild,Soft,Fresh,Fresh,Mixed with vegetables ,Fresh,Fresh,Fresh,,,,,,,,,,,,
,No gherkins,Not too spicy,Not too spicy,Nothing,Nothing,Nothing,Nothing,Different fillings,,,,Different toppings,Nothing,Nothing,Nothing,,,,Not too spicy,,,,Not too spicy,,,,Not too spicy,Not too spicy,Not too spicy,,,,,,,
,Eaten by the children and the taste should be nicee,Well cooked and well tasting ,Well cooked and well tasting ,Well priced and good quality fish,Kids should enjoy it,Good quality meat ,Good quality meat and chicken,Good fillings ,,,Kids should like it ,Wellpriced and flavoursome ,Good quality meats,,,,,,Kids should like it ,Kids should like it ,Kids should like it ,Well priced and tasty takeaway ,Kids should like it ,,,,Kids should like it ,Kids should like it ,,Kids should like it ,Kids should like it ,Kids should like it ,,,,Kids should like it and tasty for family
,Allways same no difference ,Allways same no difference ,Allways same no difference ,Allways same no difference ,Allways same no difference ,,,Allways same no difference ,,Allways same no difference ,Allways same no difference ,Allways same no difference ,,Allways same no difference ,Allways same no difference ,,,,Allways same no difference ,,,,Allways same no difference ,,Allways same no difference ,Allways same no difference ,Allways same no difference ,Allways same no difference ,,Allways same no difference ,,Allways same no difference ,,,,
,No spicy sauces,No fat on meat or bones,Vegetables which the children like,No changes,No changes,,No changes,No changes,,,,No spicy toppings,No changes,No changes,No changes,,,,Not too spicy,No water chestnut,,,No changes,,,,No changes,,No changes,,,,,,,
,,"Grilled so healthier, sweet potato chips","Grilled, fresh vegetables ",,Potato's not instant mash ,,,,,,,Thin crust and with vegetables ,Low fat cheese,Low fat butter,,,,,Instant rice ,,,,,,,,Not spicy ,Not spicy ,,,,,,,,
,Mild spice burgers ,"Juicy steak, fries",Mild spice ,Nothing,Creamy mash,,No mushrooms,,,,,With pepperoni,Cheesy,No tomato chunks,,,,,Mild spice,,,,,,,Mild spice,,,,Mild spice,,,,,,
,I make sure they have ketchup or their favorite sauce in it,,Make sure its vegetables they like,,"It is their favorite food, make the mash creamy",,,Make sure its cheese and beans only,,I have to make their favorite,I have to put their favorite filling in it,Put on their favorite toppings such as pineapple,,I have to make sure it has cheese,It has to be baked with cheese,It has to be filled with cheese and tomato sauce on top,,,,,It has to be just fried with egg no vegetables,,Chicken has to be cooked thoroughly,,,,It has to have lot of avocado they like that,,,,,,,,,
,Small portion ,Small portion ,Organic ,Non farmed fish,Butchers sausages,Smaller portions ,Smaller pie,Add colourful toppings ,,A flavour they like,,Kids size pizza,,Organic pasta not too much sauce ,,Organic pasta not too much sauce ,,,Mild spice ,Mild flavour and small portion ,As it comes (they love it),,,,,,Let them build their own burritos,As it comes because they are not huge portions anyway ,Let them build their own and add their own toppings ,,,Not too spicy and off the bone or cut into smaller bites,,,,
,,,,Well fried,,,,Beans,,No greens,Cheese,,,,,Cheese ,No greens,,,,,,,,,,,,,,,,,,,
,,,no strong flavours.,,,No strong flavours.,,Skin not too crispy.,,,,No strong flavours.,,No strong flavours and all vegetable vegetables cut up small.,No strong flavours.,No strong flavours.,Not too runny.,,,,,,No strong flavours.,,No strong flavours.,,No strong flavours.,,,,,,,,,
,,no difference,no difference,no difference,,no difference,,no difference,,,,no difference,,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,no difference,,no difference,no difference,no difference,no difference,,no difference,,no difference,,
,,,,,It taste ,It's healthy,Filling,Filling,,,,Speed ,Filling,Everyone loves it,,Everyone loves it,,,Taste ,,,Speed ,Healthy ,,,,,,Tasty,,,Healthy ,,,,
,Na,,Na,Na,Chop sausages ,Na,Pull lumps of steak apart so safe for baby,,,,,Serve rarely to baby ,Low salt ,Na,Na,Na,Chop prawns,,Low spice or add yogurt ,,Na,Na,Na,Low spice ,Chipnoodles ,,,,,,,,,,,
,Curly Chips,Curly Chips,The vegetables are to be plain ie free from any complicated spices ,The chips are preferred curly,,,,,,N/A,I would have to cater to each kids preference ie with or without meat,It has to be with lots of meat, N/A,N/A,,N/A,,,Preferred with not to many spices,N/A,Minimal amount of peppers ,N/A,They hate sweet chicken ,,,N/A,N/A,,,N/A,,,,,,
,Make them small so a child does not have to over eat.,,Tell them it his healthy.,,"Choose milder sausages (e.g., pork or chicken instead of spicy). Make the mash creamy and smooth, avoiding lumps. Serve with a small amount of gravy to prevent dryness.","Ensure the mash is creamy and smooth. Keep the filling mild, avoiding strong herbs. Make sure there are no fish bones in a fish pie. Use a crispy yet soft topping for added texture.","Use a softer pastry that isn't too thick or flaky. Avoid strong flavors; keep the filling mild. Cut into smaller, easy-to-hold portions.","Choose smooth, creamy fillings like mild cheese or beans. Avoid overly spicy toppings. Ensure the potato is soft and easy to scoop out.",,Make sure it's not too hot when served. Blend chunky soups for a smoother texture if needed. Serve with bread or crackers for dipping.,,"Use a thin, soft crust to make it easier to bite. Avoid overly spicy toppings. Keep cheese mild (mozzarella or cheddar).",Ensure the layers are soft and easy to cut. Keep seasoning mild and avoid strong garlic. Use a creamy sauce to make it more appealing.,,"Use soft, well-cooked pasta. Choose mild sauces like tomato or creamy cheese. Avoid spicy seasonings.","Serve with a mild, smooth sauce (e.g., tomato or cheese). Ensure the filling is soft and not too strong in flavor.",,,,,Use mild seasonings and avoid spicy flavors. Chop ingredients finely for easier chewing. Serve with a mild sauce to keep it moist.,"Use a mild, slightly sweet curry sauce. Cut chicken into small, easy-to-eat pieces. Serve with soft rice.","Keep the sauce mild and not too tangy. Use boneless, tender chicken pieces. Serve with plain or lightly flavored rice.",,"Use soft, easy-to-eat noodles. Reduce spice levels and avoid strong herbs. Add a slightly sweet sauce for appeal.","Use a mild, not-too-salty broth. Include soft, easy-to-chew toppings. Avoid spicy seasonings.",Use soft tortillas for easy chewing. Keep fillings mild and not too spicy. Avoid strong onions or peppers unless cooked until soft.,"Make a mild, slightly sweet version without too much spice. Ensure beans and vegetables are soft. Serve with rice to balance the flavor.",,,Reduce spice levels to make it milder. Serve with a mild sauce or dip. Ensure the chicken is boneless and tender.,Use a lighter seasoning blend to reduce spice. Serve with rice or a mild side to balance the flavor. Ensure the chicken is tender and easy to chew.,,"Keep the sauce creamy and mild. Use soft, tender meat. Serve with a side like rice or pasta for balance.",,
,One will require cheese and the other wouldn't ,"That it is not spicy, eg too much pepper ",That it is reasonably plain ,,,That it doesn't take too long ,They would eat all,"That it had their fav toppings like tuna, cheese or beans ",,,,"It has their fav toppings, ham & pineapple or pepperoni",That it is ready when they want to eat ,That it's not spicy ,That it is easy and accessible ,This is hit and miss dependent on their mood ,"That they know what is in it, they don't like food they don't know what to expect the contents ",They love gnocchi and eat it with bolognaise ,That it's not spicy ,That it's not spicy ,Not too many veg ,,Not spicy ,Not spicy ,,,,Not spicy,,Not spicy,Not spicy ,Not spicy,Not too many ingredients ,,,Not too many veg 
,Fun meal,Not too many vegetables,Soft veggies ,Crispy chips ,Not too many vegetables,Not too many visible vegetables,Not too many vegetables,Crispy skin ,,,Crispy cheesy layer ,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,,,,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,Not too many vegetables,Lots of chicken ,Not too many vegetables,Not too many vegetables,Not too many vegetables,Crispy chicken ,,Crispy chicken ,Not too many vegetables,Creamy sauce served with mash ,,
,Make patty more juicy,,Decorate it,,,Make it less crunchy ,Add more veggies,More lemony,,Little thick ,More cheese,Look good and more colourful with multiple veggies,Nice saucy,Good amount of sauce,Saucy,Saucy,Creamy and cheesy ,Cheesy ,Mild spices and veggies mashed,More veggies and soupy ,Green peas ,Thick curry,,Good coconut flavour ,Good coconut flavour ,Soupy,More Tacos and beans ,Flavours of rice,Creamy sauces ,Flavour ,,,Veggies,,,Veggies 
,,Softer meat ,As above,Not too big,Creamy mash ,Crispy,,With beans and cheese ,,,,Nothing ,Nothing ,Not too spicy ,Nothing ,Nothing ,Nothing ,,Not to soicy,Nothing ,Nothing ,Nothing ,Nothing ,Nothing ,Nothing ,,Nothing ,Nothing ,,,Not too spicy ,Not too spicy ,,,,
,,,,Nothing ,Less sausages ,,Kids won't eat this at all,Less butter for kids,,,,Nothing different ,,No visible vegetables for kids ,,,,No visible vegetables for kids ,Less spice,,,,,,,,Nothing different ,,,Less spice,,,,,,Nothing different 
,No salad in burger ,N/a,,No salt ,,No wine ,No wine ,,,,No pesto ,No odd toppings ,None ,None ,None ,None ,No fish or truffle ,,Not too spicy ,Not too spicy ,,Not too spicy ,Nothing too strong / sour ,Not too spicy ,,Not too spicy ,Not too spicy ,Not too spicy ,Not too spicy ,Not too spicy ,,,,,,
,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults The children are trained to eat the food anyhow it's prepared and taken by the adults ,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,,The children are trained to eat the food anyhow it's prepared and taken by the adults ,,,,
,Easy,Something the enjoy,Different each time,Quick ,Simple,Simple ,Always the same pies,Variety of toppings,,,They decide themselves ,They make themsleves,,Quick easy simple,Quick easy simple,,,,Always the same curry (korma),Quick and tasty,,,Not to over powering delicate,,,,Always the same ,,Always the same,Not to spicy,,,,,,
,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cooking from scratch,Calorie level,Cooking from scratch,,Cooking from scratch,,Recipe,Cooking time,,,cooking time,,,,,cooking time,,,cooking time,,,cooking time,,Recipe,,,,,,Recipe,,Recipe,Recipe,,,
,Well cooked,Well cooked,Hot,Well cooked ,,Well cooked ,,Well cooked ,,Hot,,Fresh,Hot,Hothot,Hot,,,,,Hot,Hot,,Well cooked ,,,,,,Warm,Fresh,,Fresh ,,,,
,,Less spice ,Good veggie,,,,,,,,Chicken sandwich ,,Good taste,Tomato saice,Good taste,,,,Spices,Spices with tatse,Good rice like basmati ,Curry taste ,Taste using right masala,Tatse with low spice ,Good noodles,Soup tatse ,Good ingredient ,Low in sooce,,Good flavor masala,,,,,,
,"Little portion, hidden veggies,oven baked fries and no strong spices ","Tender meat, air fried chips and no strong spices ","Soft meat, chicken nuggets,  vegetables with mashed potatoes ",,Mild sausage and smooth mash,,"Finely chopped meat and veggies, mild flavor",,,Blended chunky soup and mild spice ,,Small portion and  mild toppings ,,,Creamy pasta and mild flavor ,,"Small portion, creamy and smooth ",Easy to chew and mild sauce ,Mild and creamy curries and soft chicken ,"Soft noodles, mild seasoning and a little veggies ","No large chunk, light soy and egg",,Mild sweetness ,,Less spicy and mild toppings ,,,,,,Mild spices and boneless chicken ,Less spice and tender pieces ,,,Mild sweetness and slow cooked meat ,
,Absolutely no difference at all,Absolutely no difference at all,Absolutely no difference at all,Absolutely no difference at all,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,,Absolutely no difference at all ,,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,,,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,,,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all ,,Absolutely no difference at all ,,Absolutely no difference at all ,Absolutely no difference at all ,Absolutely no difference at all 
,Healthy options offered ,Healthy options offered ,Healthy options offered ,Food quality fish ,Good quality sausages and home cooked mash ,Good quality ingredients and home cooked mash ,,Healthy fillings ,,,,Treat night- family pizza making event! ,Good quality ingredients and home cooked food. Children enjoy helping,"Easy to cook, variety of colours and shapes of pasta ","Easy to cook, variety of colours and shapes of past ",As above ,Good quality ingredients and home cooked food. Children enjoy helping,,Quick and easy dish to make fro scratch ,Good quality ingredients and home cooked food. Children enjoy helping,Healthy option ,,Healthy option ,Can' change heat level according to chidrens preference ,As above ,As above ,As above ,As above ,,As above ,,,Children enjoy helping to make ,,Easy to cook in slow cooker and healthy option,
,,most order ,to make mild ,,,,check taste ,,,,,mostly order,make it properly,,mixed it properly,,,,with good curry taste,,bowled well,,use ready made sauces,,,,,,,mostly order,,,,,,
,Frozen burger and chips ,Chicken without sauce or gravy added ,Again no sauce or gravy added,NA,NA,Ready meal so NA,,NA,,Plain flavours with no spice ,NA,NA,Ready meal so na,Only cheese topping ,Only with cheese,No sauce on top ,,,Not too much spice added ,Not toos,,,,,,,,,,,,,,,,
,Make sure to have them as sliders small enough for my child ,Thick chips as my kid doesn't like thin ones ,Wide range of veggies ,,Cut up sausage for my kid ,Lots of veggies inside ,Lots of veggies inside ,No skin as kids don't like it ,,Small chunks of meat ,Cut up into squares ,Small slices ,Veggies ,Not too much sauce ,No cheese on top ,,,Small enough size ,Not spicy ,Lots of veggies ,Lots of veggies ,,Nothing spicy,,,,Nothing spicy ,Nothing spicy ,,,,,Lots of veggies ,,,
,,the taste,nothing,nothing,nothing,nothing,,,,,,,nothing,,,,,,,,,,nothing,,,,nothing,,,nothing,,,,,,
,,Meat they like,Good variety of vegetables,,That it's a tasty one,It's a tried recipe ,It's a tried recipe ,Good filling,,Not too lumpy!,The correct filling,Correct toppings,A tried recipe,They will always eat pasta,They will always eat pasta,Correct filling,,,Not too spicy,,Not too spicy ,,Not too spicy,,,,Not lots of vegetables,Not too spicy ,,,,,Not too spicy,,,
,Usually easy,Have to do chicken ,Have to do soft veg,,,,,,,,,They eat it,,,,,,,,,,,,,,,,,,,,,,,,
,,cutting the steak up,n.a,smaller portion,,,,n.a,,,,cutting it up,,n.a,,,,,less spice,less spice,,,n.a,,,n.a,less spice,less spice,less spice,n.a,,n.a,,,,no fruit in it
,,,Soft and spicy,Crunchy and well seasoned fish,,,,Soft,,Hot and spicy ,Filled with veggies,Hot,Cheesy and spicy ,Soft and cheesy,Spicy ,,,,,"Tasty,spicy and hot ",Veggies filled and spicy ,,,,,,,Flavour ,,,,,,,,Flavour 
,No change,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Cooked with flavour ,,Grilled meat and grilled vegetables ,Lots of vinegar and freshly made chips,Freshly made mash ,Shepards pie with chili flakes ,Fresh pastry pies with chilies ,With keema toppings. ,,,With grilled cheese,With tandoori chicken on top,With chili Naga inside ,Fresh pasta sauce ,Added chilies ,With spinach ,,,With chicken breast. ,With added chili ,With fried eggs on side. ,,,,With added seaweed for crunch. ,With chili broth ,Just simple basic vegetables ,,,With lots of marinated sauce,Lots of marinated sauces. ,,,,,
,No cheese for added for 1 child,Less seasoning,Same,Same,Same,Same,Same,Different toppings,,Same,Different fillings,Plainer pizza for children ,Same,Same,Same,,,,Same,Same,,,Same,Same,Same,,No salsa for children,Same,No salsa for children,Less seasoning,,Less seasoning ,,Same,,
,Flatten the burgers,N/a,N/a,,Freshly made mash,,Cheese and Onion ,,,N/a,,Let them decide the toppings ,N/a,Cheese sauce,,Cheese sauce,,,,N/a,,,Fried chicken,N/a,,N/a,Chicken ,,Chicken ,,,,,,,
,,Cut up small,,Scampi so easier to split,High % pork sausages,,,,,,,,,,,,,,Mild curry,"Soy sauce, not too spicy",,,,,,,,,Mild,,,,,,,
,,,I would tear the meat and cook the veg softer for the kids ,,I cut the kids sausages up ,,,Same as us ,,,,,,Same as us ,Same as us ,,,,,,,,,,,,,,,,,,,,,
,No extra sauces,They would have it cooked more,Not too spicy ,No different ,,,,No different ,,,No different ,No spicy toppings ,,No different ,No different ,,No different ,,More mild,,,,A neutral flavour,No different ,,,No jalapeños ,No different ,No different ,Not too spicy,,,,,,No different 
,No sauce or salad,,Has to to be breaded / no sauce,,No gravy,,Specific filling per child,Cheese mixed in with the potato,,Plain tomato soups only,Plain cheese,Specific toppings only,,Mixed in with  pasta,,"Shop bought, plain fillings",,,,"Plain, soy sauce added",Plain,,,,,"Plain, no chilli",Plain cheese and chicken only,,,,,,,,,
,With chicken I use tenders for the children and adults will have leg or thigh. ,For the children I would use thick steak cut chips with salt only and adults salt vinegar and sauces. Steak I wouldn't give to the kids as they don't like so they'll have chicken ,Same as adults but with less spices and more vegetables for them ,The same as us adults ,,"More cheese for the adults on our shepherds pie and more spices, less spice on kids with more hidden veg",The same as adults but with less salt ,"For adults I would use more beans cheese and sauces, for the kids it'll just be cheese and butter ",,The same as us adults ,The same ,For adults I would use more chicken and spices on our pizza ,"There would be more layers in our adult one and more cheese sauce, and more spices in the mince as opposed to the kids one ",,The same as us adults ,,The same,"I wouldn't use this pasta for kids, risotto is more their taste ",If making butter ch sicken I would use less spices ,Same as adults ,For adults we would use more spices ,"Use chicken tenders for the kids and not deep fry the chicken, they like it in the air fryer ",More of a sweet taste using sauces than chilli then they'll eat this ,Not so many spices as it can be quite strong otherwise they eat the same as us ,,They will eat the same as us ,"Separating the bread and chicken and salad, they won't eat it all wrapped up like a fajita ",They pretty much eat this same as us ,Making the taco bread more softer and not so full of chicken and ingredients then they'll eat this ,For adults we make it a lot more spicier ,They eat the same as adults ,,,,"More potatoes and carrots, I slow cook this so the meat is nice and tender",The same as adults 
,"Smaller portions, half a burger each ",Not too much filling ,The same ,The same ,The same,Lots of hidden vegetables ,The same ,The same ,,,,The same ,Lots of hidden veggies ,Hidden veggies ,The same ,The same ,,,I'd make a curry a mixture of chicken and vegetables ,The same ,,,The same ,,,,The same ,I'd add extra beans in for additional iron,The same ,The same,The same ,The same ,The same ,,,
,No different ,,No different ,No different ,No different ,,,No different ,,,,,,No different ,No different ,,No different ,,,No different ,No different ,,,No different ,No different ,,,,,,,,,,,
,No sauces,,,No sauces ,No sauces ,,No onions,No sauces,,No onions,No sauces ,No onions,,,,,,,,,,,,,,,,,,,,,,,,
,,,Grilled ,Dip fryed chips and fish,,,,,,,,Any type ,,,,Tortellini,,,,Any type,Plain basmati rice,,Sweet chili,,,,,,,Piti-piri seasoned ,Jerk seasoned chicken ,,,,,
,Crispiness,With sauce bbq flavour,,,,,,,,Mix vegetables but hidden,,,,,Just outside with sauce,,,,,,Making with cajun spices,With fenugreek my children loves,Tender and soft,Red thai with veggies,Flavourful,,,,Crispy,,Sofgy,Crispy in filleg gorm,,,,
