AGE,CUSTOMISATION OPEN ENDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total ages,"Burger & Chips (e.g. Beef, Chicken, Veggie):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Meat & Chips (e.g. Steak, Chicken):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Meat & vegetables (e.g. Roast, Grilled, Breaded):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Fish & chips:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Sausage & mash:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cottage/Shepherd's/Fish Pie:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Pastry Pie (e.g. Chicken, Steak, Beef, Veggie):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Jacket potato:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Casserole / Stew:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Soup:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Sandwich / Toastie:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Pizza:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Lasagne:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Boiled Pasta (e.g. Bolognese, Tomato, Pesto, Cheese):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Baked Pasta (e.g. Chicken, Tuna, Tomato):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Filled Pasta (e.g. Raviolli, Tortellini):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Risotto:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Gnocchi:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Curry & Rice (e.g. Tikka, korma, butter chicken):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Stir fry / Noodles:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Rice bowl / fried rice:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Katsu Curry:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Chicken (e.g. Sweet & Sour, Sweet Chilli):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Thai Curry (e.g. Red, Green, Massaman):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Thai Noodles (e.g. Pad Thai):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Ramen:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Fajitas / Burritos:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Chilli & Rice (e.g. Con Carne, 3-Bean):For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Tacos / Enchiladas / Quesadillas:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Piri-piri / Peri Peri:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Jerk Chicken:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cajun Chicken:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Paella:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Stroganoff:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Tagine:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)","Cous Cous:For each dish, please describe what is important in making sure it will be eaten by the children (e.g. what is different to how you would prepare it for just adults?)"
"4 or younger,8",That the chips are ones my children eat,That the chips are ones my children eat,,That the fish has to be cod,,,,,,,The sandwich needs to be cut into the right shape for my youngest,That they like the toppings,,The right shape and sauce are used,The right shape and sauce are used,The right shape and sauce are used,,,,,,,,,,,,,,,,,,,,
5,"For ny child, a cheese burger",Well cooked,,Nothing ,,,Non spicy,A filling of thier choice,,,,No chillis ,Nothing ,Nothing,Nothing ,,,,Non spicy,Non spicy,Nothing,,No spice ,No spice ,,,,No spice ,,,No spice,,,,,
"8,14",the taste and how its cooked and the sauces ,the spiciness ,,,,,,the favourite toppings,,spiciness and ingredients ,fillings,toppings,,,,,,,spiciness,spiciness,spiciness,,,spiciness ,spiciness,spiciness ,,spiciness,,spiciness,,spiciness,,,,
"7,9,11,12",Flavour ,Taste ,,Look,,Filling ,Ingredients ,Taste,,Taste ,Ingredients ,Toppings,Taste ,Ingredients ,Taste ,,,,Taste ,Ingredients ,,Taste,,,,Taste ,Taste ,,Look ,Spice ,,,,,,
7,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,Thin burger ,,Not roast potatoes,,,,,,,,,Toppings,,,,,,,Not spicy,Plenty of sauce,,,,,,,Not spicy,,,,,,,,,
11,Not too spicy and good texture ,Lack of spice,Vegetables prepared well,Not fussy,Not fussy,Not too spicy,Not too spicy,Not fussy,,,Not fussy,Not fussy,Not fussy,Not fussy,Not fussy,Not fussy,,,,Not too wet,Not fussy,,Not fussy,,,,Not fussy,Not fussy,Not fussy,Not too spicy,Not too spicy,,Not fussy,,,
"4 or younger,7",,,The vegetables are soft,It is quick ,The mash isn't lumpy ,The sauce is runny,,It's cooled down ,,,,It's quick ,There is lots of cheese ,It is tomato based,It's quick and easy ,It contains meat ,It has bacon in,,Not too spicy ,The noodles are sticky ,,,It is not too much chilli ,,,,There are lots of wraps ,Must be kidney beans ,There is lots of cheese ,,,,,,,
"4 or younger,13",,,,Cut the fish up ,,Less seasoning ,,,,,,Less toppings ,,Cut it up ,,,,,Less seasoning ,No change ,No change ,,,Different meal due to spice level,,,,,,,,,,,,No change 
"7,13",No too spicy,,,ketchup on the side,,,Little bit of veggie and more chicken,,,,,,A lot of tomato sauce ,Plain pasta,,,,,,,,,,not too spicy,eggs on the side ,,,,,,,,,,,
"4 or younger,6",That is tastes nice and they are able to choose what they want in the burger,,That it tastes nice,That it tastes nice and there aren't any mushy peas,That the mash is smooth,,,,,That it everyone has a bit of what they like in it,That it is tasty and has the filling that they like,That it is toppings that we all like ,Whatever we all like as a family ,Quick and easy,Quick and easy,,,,,Quick and easy,,,,,,,,,,,,,,That it isn't too peppery,,
10,I make sure it has nothing added  they don't like.,,,I don't add pepper to the batter.,,No pepper in the mash.,,Just what they want for the filling. ,,No hot spices.,Just what they ask for.,Whatever they ask for.,No hidden spice.,,Just what they want.,It's always the same.,,,I do two different curries. ,,,No added chilli. ,I order this from the takeaway. ,,,,No green peppers. ,No extra chillies. ,,This is for myself only.,,Not too spicy.,,No hidden ingredients. ,,
"4 or younger,8,13",,,Varied vegetables,Varied fish,Nothing they just like sausages ,,Nice veg with it ,,,,,Nothing they just like pizza,,Nothing they just like pasta ,They just like this,They just like this,,They just like it,Has to be mild,Varied flavours ,,Nice rice ,Varied flavours ,,,,Varied ingredients ,,,,,,,,,
"7,8,16 or older",Has to be veggie burger ,Kids won't eat meat other than sausages ,"Breaded vegetarian option for me and 7,8 year old, 17 year old and male adult eat meat",Girls will only eat breaded fish ,,"Vegetarian option for younger children, they are very picky with this and often say they don't like it so will end up cooking something else for them ",Veggie for everyone works,Jacket and cheese and beans is my youngest daughters favouite meal and a good option when clubs are on ,,Generally only have this if very little tomey,Same as above,"Same as above, cheese pizza only for youngest girls, veg pizza for everyone else. Will generally include pasta and veg ",,,,,,,,,,,,,,,,,,,,,,,,
"14,16 or older",Make it plain ,Plain flavours ,Just normal ,Haddock and chips usually ,Plain thick sausages ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13,15,16 or older",,,Less vegetables,,,,,The same,,,,,,The same,,,,,The same,Less onion,Same,,Same,,,,,,,,,,,,,
"8,10",Adding sauce to it ,,Plain and not spicy,Adding sauce to it , flavoursome ,Plain and full of flavour ,,,,Blending hidden veggies ,Fun and lots of cheese ,Flavour ,Flavour,Can add what ever spices to it ,Adding favourite spices and cheese ,Easy and can make it whatever flavour ,Garlic ,Creamy sauce ,Making it mild ,Saucy ,Mild ,Mild,Full of flavour ,,,,,,,,,,,,,
"8,12",,,,condiments,,,,,,,,toppings,,,,,,,,,,,not spicy,,,,no vegetables ,,,,,,,,,
"4 or younger,5,8",Smaller and add cheese and sauce ,Unsure ,,Unsure ,Unsure ,,,,,Unsure ,Unsure ,It's fun ,Unsure ,Unsure ,Unsure ,,,,,,,,Unsure ,,,,,,,,,,,,,
"4 or younger,5",Smaller portions,Not spicy,Easy to est,They prefer cod,,,,,,,,Quite plain,,Simple ingredients ,,,,,Not too spicy,Not too spicy,Not spicy,,Not spicy,,,,Not spicy,,,,,,,,,
15,The quality of the burger and not anything added,The quality of the meat ,The quality of the meat fresh vegetables ,More fish than breadcrumbs ,Fresh sausages,Seasoning and flavour ,Better quality ,Size of Jacket,,,,Fresh pizza rather than frozen ,Flavour of the dish time spent preparing ,Not too much added ,Not too many veg,Will eat them,,,Nothing too spicy ,,,,Quite plain not too much kick I'm flavour ,,,,Not spicy ,,,,,,,Will eat this ,,
"4 or younger,14,16 or older",It is a take out so it is already cook to standard ,Well seasoned ,Well seasoned ,It is a take out so it is already cook to standard ,Well seasoned ,,Buy favourite brand,,,Well seasoned ,Lot of egg,Buy favorite brand ,,Well seasoned ,,,,,Well seasoned ,Well seasoned ,Well seasoned with alot of vegetable mix,Well seasoned and tender,Well seasoned and tender,,Buy favorite brand ,,,,,Well seasoned and tender ,Well seasoned and tender,,,,,
"4 or younger,6",,No spice,Nothing (thinking a roast dinner),Nothing,Nothing (but plain sausages good quality),Good quality beef mince,Hood quality premade - they prefer steak to chicken ,,,,,One prefers pepperoni one just cheese,Nothing,"Nothing, but they like pine nuts and cheese on top",Nothing one of their favourites,,,,It is mild and served with sour cream,No spicy sauces,Nothing,,,,,Nothing spicy,Lots of sour cream,Sour cream added ,"Another favourite as long as sour cream, guacamole etc with it",,,Nothing,,We tend to have mushroom ,,
"9,13",,,Vegetables steamed. One has meat one has veggie alternative ,,"One chicken sausages, one has veggie sausages. I mix sweet potato mash with normal potatatoes",,,"Youngest one won't eat the skin, but nothing prepped differently, I just have to make sure I prep lots of toppings. ",,,,,,"Pre prep pasta sauce of lentils, peppers and kale and hide that in pesto.",,,"Simple veg with it (sweetcorn and peas) then add other veg once kids have been dished up (asparagus, b.squash)",,,We all eat together on this one- hurrah! ,We all eat together- no changes for children.,,,,,,Veggie mince used. Husband has chicken as intolerant to veg mince.,Same as fajitas ,Same as fajitas,,,,,,,
"5,7,9","Fun dinner, easy to eat",,"Proper food, warmth, health","Tasty and convenient, quick for in and out at clubs",Fun and familiar,Warming and lots of hidden blended veggies,A favourite,Easy and cheap,,"Full of veg, easy to store",,Fun and sure thing,,A favourite,,,,,"A tasty treat with more sides, filling",,Healthy and modern,,Favourite,Different,,Quick,Loved,Filling,,,,,,,,
"4 or younger,5",No added ingredients,Fresh and smaller portions,Smaller no added unknown ingredients ,,With sauce no salt ,Extra tomato ,Bite sized pastries,,,,,Favourite toppings,Small portions with less seasonings,Add whatever they want easy ,,Quick ans easy ,,,Make it very mild ,Quick ro make ,,,Add own seasonings,,,Quick and easy ,,Very mild amd low salt,,,,,,,,
7,Sausage and veggies of kid choice ,,,,Everyone favourite ,,All vegetables ,With baked beans,,Lentils soup,Avocado toast ,Veg pizza,Soft ,Italian ,Tomato bpasta,Ravioli ,,,,Maggi,Biryani ,Spices,,Indian curry ,Non spicy and sause,,Burrito chesse,,Taco nachos,,,,,,Sweet tangerine ,
"9,12,14",Not so much sauce or lettuce ,,Less sauce,No different ,No gravy on the kids meal,No different ,,,,Less spice,,No different ,No different ,No different ,No different ,,No mushrooms,,Less spice,,"No mushroom, raw veg on the side",No different ,No different ,Less spice,No different ,,No different ,No different ,No different ,No different ,,No different ,,,,
"10,14",Not too big ,Juicy meat,Veg they love ,Ketchup!,Gravy ,,Lots of pastry,Lots of toppings,,,,,Comes with garlic bread ,,,Notjing,,Nothing,Sides - popadoms and naan,,Nothing ,Lots of chicken to dip in sauce ,Prawn crackers ,Nothing ,,,Nothing ,Sour cream,Soured cream,,,,,,,
11,,,,,,,,"Give various fillings for children, just cheese adults ",,"Lots of veg for children in soup, leek and potato adults ",Cheese children and ham toastie adults and children ,Margarita children pepperoni spicy adults ,Quorn lasagna protein for children and adults ,,,,,,,,,,,,,,,,,,,,,,,
13,Burger bun and selection of sauces as well as melted cheese in the burger,Steak chips (fat chips),Vegetables to be colourful ,,Lots of gravy and mash soft ,The vision of the pie (what it looks like),,Fillings ,,,,Toppings ,Plenty of melted cheese and look,Look of the pasta and sauce how it is presented in the bowl,Same as above ,How it is layed out in the bowl/plate,The look and for the risotto to not be too watery ,Look of it in the bowl which sauce  how's with it ,How is it layed out in the bowl is the rice at the bottom and then the curry on top or side by side ,To make it as colourful as possible with various different vegetables ,,,Colour and the layout in the bowl or plate,If the rice and curry is side by side or rice at bottom then curry on top,As many vegetables as possible in the stir fry ,Again as many vegetables as possible and sometimes the noddles I cut so it is easier to eat and always add a egg,Find these are not the most pleasing on the eye and sometimes messy so try where possible not to over fill the plate,Choose if to put the rice on the bottom or on the side sometimes make the rice into a circle and then add the chilli,Same as my answer for the fajitas/burritos - Find these are not the most pleasing on the eye and sometimes messy so try where possible not to over fill the plate,,,,As colourful as possible and also put a slice of lemon on the plate/bowl,Try and make the sauce not too watery and add as many mushrooms as I can to this dish ,,Thai is one that never really looks appealing so either but some on the apse of the plate of a thin layer at the bottom of the plate depending on what this is going with 
"4 or younger,5,8","Plain burgers, nothing on them except maybe cheese and tomato sauce",,,We all eat the same.,,We all eat the same.,,They have cheese and beans. We have anything available like chilli.,,,,They have pepperoni or margarita only.,,,Plain sauces. Not much spice.,Plain sauces. Not much spice.,,,,,Less seasoning.,,,,,,,,,,,,,,,
"12,14",Meat well done ,Meat well done ,,,,,,Calslaw,,None ,,Deep pan,,None ,,,,,,None ,None ,,None ,,None ,,None ,,,,,None ,,,,None 
"4 or younger,5",Crinkle cut chips for children to help avoid any sharp edges and make them interesting ,Crinkle cut chips for children to help avoid any sharp edges and make them interesting ,More varied in vegetable choices,Crinkle cut chips for children to help avoid any sharp edges and make them interesting. Less greasy fish. No beer battered fish for them. ,,No changes,,"Use less salt, but more pepper to increase flavour",,No msg use.,No changes ,Choose options with lots of vegetables ,Use low fat meat,No changes,No changes,No changes ,,No changes ,Less spicy. Less fat option. ,Less oil use. No msg.,,No changes,Less spicy. ,Less spicy,Less spicy,No msg ,No changes ,No changes,Less cheese,Less spicy,No changes,Less spicy ,No changes ,,No changes ,No changes 
"6,8",Cheese slices is a must on burger instead of onions,,,Mushy peas instead of garden peas ,Richmond sausage only for the children adults would have Cumberland or pork and leek,Shepherd s pie but ni veg in it and grated cheese on mash topping ,Any steak pie but no kidney ,,,,,Just plain margarita with extra cheese ,,Only pasta spirals or macaroni cheese sauce ,,,,,,,Chicken fried rice ,,,,,,,Just mince no chilli for the children's ,,,,,,,,
"4 or younger,5",,Don't season it for the smallest one,Chopped up small,Would give them fish fingers,Just less seasoning in their mash,No difference ,,,No difference ,,,,,No difference ,,No difference ,,No difference ,Would make theirs less spicy,No difference ,,,No difference ,,,,,Would make theirs less spicy ,,,,,,,,
"9,10",Nothing ,Nothing ,Nothing ,,Nothing ,,,Maybe different toppings ,Nothing ,,Nothing ,Nothing ,Nothing ,Nothing ,Nothing ,Nothing ,,,Less spicy sauces,Nothing ,Nothing ,Nothing ,Nothing ,Less spicy sauces,Nothing ,,Less spice mix,Milder sauce,Less spice mix,,,Less Cajun spice ,Nothing ,,,Nothing 
"4 or younger,5",No Sauces and limited salad ,Eats the same ,Eats the same ,No sauces ,Plainer sausages,Chopped up veg ,Same ,Skin off ,Same ,Same ,Same ,No spicy ,Same ,Same ,Same ,Same ,Same ,Same ,Not spicy ,With prawn crackers ,Same ,Less sauce ,,,,,Same ,,,,,,Leave out some seafood,,Same ,
"4 or younger,6,13,15,16 or older",,,They won't eat potatoes mashed ,No vinegar ,The smaller boys have boiled potatoes ,,,,They won't eat the dumplings ,Lots of crusty bread,,Not too burned but cheese needs to be cooked enough ,Nothing they scoff this down ,Another of their favourite ,That the pasta don't get burnt ,,It's creamy ,,Not too spicy ,,Crispy ,,,,,,That it's not burned at the bottom ,Not too spicey ,That we have spares ,,,,,,,That I mixed roasted veg in with it 
5,Plain no salad ,,Only veg they will like ,Usually breaded fish ,No different  ,,,,,,Fillings they would like,Plain or pepperoni only ,,Smooth sauce ,,,,,,,,,,,,,,,,,,,,,,
"5,7","Well-made burger, lots of chips, lots of sauces and dips",Well cooked meat,Nothing specific.,"Not too greasy fish, lots of dips",They only like caramelised onion sausages ,Nothing specific,,They like simple tuna and mayo jacket potato,Nothing specific,Nothing specific,,My kids prefer Pepperoni or simple Margarita pizza,Nothing specific,They like Bolognese pasta with shop bought sauce and very lean mince,Nothing specific,,They like mushroom risotto,,Not too spicy food,Nothing specific,Simple egg fried rice,They like Katsu curry with smothe currt sauce,Nothing specific,Not too spicy,,Nothing specific,Nothing specific,Not too spicy,Nothing specific,Nothing specific,,,,,,
"4 or younger,6",Chips with lots of added flavour,Meat cut up small for myc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,low fat ,,make it look appetising to them ,cod only ,,,,cooked very very fluffy,all healthy,,brown bread ,treat so any,m & s,soft,oven cook,normal,,,,,,,normal,,,,normal,normal,normal,,normal,,,,,
"4 or younger,5",,Well done,Same,Same,No herbs ,Same,,,,,,Same,Same,No obvious veg,same,Same,,Same,Mild,Milks,,,,,,,,,,,,,,,,
"15,16 or older",No salad on the burger,No different ,No different ,,,,,,No different ,Will only eat carrot and lentil soup,,No different ,,No different ,No different ,,,,No different ,,No different ,,,,,,No peppers,,No peppers,,,,,,,
"6,10",,,,,,"Mince, potato and seasoning ",,Potato and chicken and salad ,,,Cheese and tomato ,"Chicken, ham, cheese","Mince , pasta",,,,,,,,,,,,,,,,,,,,,,,
"4 or younger,5",It's tasty ,,It has the right veg ,It's healthy ,It's tasty ,,,It's tasty ,,It's tasty ,,It's tasty ,,It's tasty ,It's tasty ,,,,It's tasty,It's tasty ,It's tasty ,,It's tasty ,,,,,,,,,It's tasty ,,,,It's tasty 
"4 or younger,5",,,Served items separately ,,Plain veg,,,Nothing ,,,Nothing ,,,Pick out onions ,,,,,Nothing ,,,,,,,,Separate items ,Pick out onions ,Separate items ,,,,,,,
"6,8",Cooked through,No saice,Small portions,Fresh fish,Chipolatas rather than big sausages ,Not too sauce ,Simple ingredients ,Plain,,,,Easy to cook and quick,Not too saucey,Quick ,Easy,Easy,,,Not too spicey,Quick and plain,Plain,No sauce,,,,,Not too spiced ,Not too may kidney beans ,Easy,,,,,,,
"4 or younger,6",,,,,,,,Lots of cheese ,,,"A grilled cheese toastie, very simple","Just cheese, or pepperoni, or Hawaiian ",,,,,,,,My kinds know what's in it and they like the veg selected ,My kinds know what's in it and they like the veg selected ,,Not too spicy,,,,,,Not too spicy ,Not too spicy ,,,,,,
"6,11",No pink meat,Not dry,Only certain vegetables ,,No gravy for one child ,,,Crispy skin,,,Different fillings,Dairy allergy,Dairy allergy,Liked by all,Likes by all,,,,Not too spicy ,The sauce needs to be not spicy,,Only one will eat this,Plain for one child,,,,Not too spicy for one,All like this,,Not spicy ,,,,Dairy free,,
"4 or younger,5",,Small piece of meat or they won't touch it ,Gravy with mint sauce,Fish in breadcrumbs with mayo/ketchup ,"White potato only, adults have white and sweet pot mixed ",Nil,Nil,,Nil,Will only eat chicken noodle or leek and potato soup,,Side of ketchup,Nil,Nil,Won't eat tuna with tomato sauce,,No mushrooms,,Mild only or they will cause a fuss,Nil,Nil,,Not much spice,,"Mild spice levels, add extra spice once kids meals are served",,Nil,"Nil, their favourite meal",Nil,,,,,,Nil,
"8,12",,Offer a potato option that they like,Offer a potato option that they like,,,,,,,,,,,Blitz the veg so there's no big pieces,Blitz the veg so there's no big pieces,,,,,,,,,,,,,,,,,,,,,
"4 or younger,6",,No sauce ,,Nothing different ,No gravy ,,,Just butter and cheese ,,,,Just margaritas ,No different ,Plain pasta ,,,,,Mild spice ,No veg in the kids ,,,No sauce ,,,,No peppers ,,,,,,,No mushrooms ,,
"11,12,16 or older",Include sauces eg ketchup and pickles,,Nothing ,,,They don't eat this ,,,,Add croutons ,Nothing ,Add toppings they like ,,Nothing ,Nothing,,,,,Include chilli ,,,Nothing ,,,Nothing,,,Nothing,,,,,,,Nothing
"6,7,8,10,15",Properly cooked,Properly cooked,Thoroughly grilled and roasted vegetables and meat,Fish needs to be properly cooked,Mash needs to be finely done.,Properly cooked ,Properly cooked ,Properly cooked,,,Bread needs to be fresh ,Pizza dough needs to be properly baked ,Properly cooked,Properly cooked,Properly cooked,Properly cooked,,,Properly cooked ,Properly cooked ,Properly Cooked ,,Properly cooked,,,Properly cooked,Properly cooked,,,Properly cooked,Properly cooked,Properly cooked,Properly cooked,,,Properly cooked
"5,13",Cheese. Brioche bun. No bacon!,No spices!,Nothing. Family fave ,No changes ,No mustard mash!,Not fish pie. Cheese in mash!,Shortcrust not filo,Varied fillings. ,,Chicken noodle. A winner!,Variety of fillings ,Variety,Another fave. No mushrooms though. ,No mushroom ,Not tuna ,No spinach ,Meat or veggie. No seafood,,Limited spice. Tikka or korma maybe a Balti,Limited chillis ,,,No mushrooms. Limited spice,Limited spice. ,,,Plenty of crime fraiche and cheddar ,Mild and spicy versions ,,,,Sour cream available,No seafood,No mushrooms ,,No changes! 
"4 or younger,10",,Plain,Plain,Simple,,,,Plain,,Tasty ,,Plain ,Cheesy,Simple,Simple,,,Simple,Not spicey,Plain,Plain,,Not spicy ,,,,Not spicy ,,Not spicy ,Not spicy,,,,,,
"5,7","No salad , selective vegetable ",They will only eat chicken and not meat ,Selective vegetables ,"They will eat the same , sometimes smaller versions ie fish fingers while we eat larger fish ",Will eat vegetarian version ,Can't add too much herbs ,"One of the kids like the ready made ones, if I make it from scratch then I have to use selective vegetables ",,They don't eat this as they don't like meat ,Certain flavours ie tomatoe ,,Less vegetables on the topping ,Make it slightly less spicy for them ,Less salt and spice used ,Less herbs and spice used,,,,Milder spices,Less vegetables ,Same ,,Less spice ,They won't eat this ,Less spice ,They won't eat this ,Less spice ,,,Less spice ,They won't eat this ,Milder spice ,,,,Less vegetable 
"4 or younger,8",Not spicy ,Not spicy ,,Not spicy ,,,,Cheese ,,,,Cheese ,,Tomato sauce ,Tomato sauce ,,,Tomato sauce ,,Not spicy ,,,,,,,Not spicy ,,Not spicy ,Not spicy ,,Not spicy ,,,,Not spicy 
"4 or younger,6",Same ,"Same, more well done",,,,,,Only with tuna for kdis,,,,Not spicy,,,,,,,,,,,,,,,,,,,,,,,,
"4 or younger,5,8",,,Soft texture and not too spicy,Nothing ,,Nothing ,,Make sure it has beans and cheese,Not too spicy ,Not too spicy ,,Nothing ,,Nothing ,🚭,,,,,Not too spicy ,Nothing ,,Nothing ,,,,Has to have lots of cheese ,Nothing ,Nothing ,,Not too dry or spicy ,,,,,
"7,13",,Healthy meat trimmings,Healthy,,,,Tasty,,,,,Tasty,Tasty,Tasty colourful,,,,,Spicy,Fresh and healthy veg crunch,,,,Healthy crunchy veg,,,Easy and fun to make ,Tasty rich sauce,,Spicy,,,,,,
5,,,Selecting veg that I think my child will like ,,,,None- child eats as normal adult,,Meat shredded into small pieces,,,None- child eats as normal adult,,None- child eats as normal adult,None- child eats as normal adult,,,,,Selecting veg I think my child will like,Selecting veg I think my child will like,,,,,,None- child eats as normal adult,,None- child eats as normal adult,,,,,,,
"6,11",Taste,Taste,Visual and taste,Taste,Taste,Visual and taste,,,Taste,,,Fun,Taste,Taste,,Taste,Taste,,Taste,Taste,Taste,,Taste,Taste,Taste,Taste,Taste,Taste,,,Taste,,Taste,,,
"9,13",Use cheap American style cheese,Meat has to be well cooked,No changes,,,,,,,,,Limitation on toppings ,,No changes ,,,,,,No changes,No changes,,,,,,No changes,,No changes,No changes,,,Just use meat no seafood,No changes ,,
"5,8",Tailored to each child. Eg no tomatoes ,Make it look appetising ,Caries vegetables ,Less vinegar for the kids ,,Fish not too smelly for the kids. ,,Have more toppings for the kids ,,,Be booked right. Not over filled ,Cheese to be stretchy and not overbooked. ,Not too spicy ,,,,,,Not too spicy ,,,,Easy to eat. Not too spicy. ,,,,Won't fall apart. ,,,,,,,,,
"4 or younger,8",No gristle ,Not spicy ,N/a,,No lumps ,,N/a,Not too big ,N/a,N/a,,N/a,Hidden veg,No lumps ,,Not soggy ,,N/a ,"Not spicy, no mushrooms",,,No spicy ,,,,N/a,,Not spicy,Not spicy,No bones,,No bones ,,,,N/a
"4 or younger,6",,,"Cut into small pieces, familiar vegetables, children load their plate ",,Serve with gravy and choose sausages that don't have a strong flavour,,Serve with gravy ,Nothing different ,,,Smaller pieces ,Nothing different ,,Serve pasta and sauce separately ,Nothing different ,,,,Choose mild spices ,Nothing different ,,,,,,,Children construct their own ,,,,,,,,,Nothing different 
5,No different - children will have same as adult ,,No different - children will have same as adult ,No different - children will have same as adult ,No different - children will have same as adult ,No different - children will have same as adult ,No different - children will have same as adult ,No different - children will have same as adult ,No different - children will have same as adult ,,,Children will have no toppings ,,No different - children will have same as adult ,,No different - children will have same as adult ,,,No different - children will have same as adult ,No different - children will have same as adult ,No different - children will have same as adult ,,No different - children will have same as adult ,No different - children will have same as adult ,Children will not have beansprouts ,,No different - children will have same as adult ,No different - children will have same as adult ,No different - children will have same as adult ,No different - children will have same as adult ,,No different - children will have same as adult ,,No different - children will have same as adult ,,
"8,12",Good quality buns and fires,,,,,,,,A meat type that they like,,,Correct toppings,,The types of sauce the kids like,,,Involving the kids in making it,Involving the kids in making it,,Not too spicy,,,,,,,,,Fillings they enjoy,Not too spicy,,,,,,
"8,11",veggies in the burger like lettuce,,Vegetables,,The peas we put along with sausage and mash,,,the skin with the potato,,,everything,peppers,veg on side,,Tuna and sweetcorn,,,,,everything ,,,everything,everything,everything,most,peppers,,veg,everything ,,everything,,,,
"4 or younger,8",Basic burger with no extras. Chips often homemade pre boiled then in air fryer ,I don't add any extra seasoning ,,Often fish fingers for the children and homemade chips,,,,Vary the toppings as my children just like cheese and beans ,,,Vary the filling as my children are fussy and won't eat the same as adults.,Make our own together or buy frozen ,,Pesto sauce added to pasta and cheese on table,,,,,Not too spicey for the children ,,Not too much seasoning ,,Tend to put the children's to one side then add more spices ,,,,,Tend to put more spice for adults,Lay it all on table to choose what they want. Peppers and onions separate ,,,,,,,
"9,16 or older",Sauce,Well cooked,Well done,,,,,Butter and beans,,,Ham,Loads of cheese,,Sauce,Chicken,Loads of sauce,,,Curry paste,Vegetables added,,,,Spice,,,Flavour,,,Flavour,Flavour and cooking time,,,Well done,,Peppers
